Data ItemWise Report for - Telangana,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,19.7,IFA - Blue ( Adolescent 10-19 yrs),1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,19.8,IFA- Pink ( Junior 6-10 yrs),1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,0,-1,-1,-1,-1,1304500,-1,-1,-1,-1,879500,-1,-1,-1,-1,309000,-1,-1,-1,-1,305000,-1,-1,-1,-1,276000,-1,-1,-1,-1,274000,-1,-1,-1,-1,3348000,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,1304500,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,1304500,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,425000,-1,-1,-1,-1,570500,-1,-1,-1,-1,4000,-1,-1,-1,-1,29000,-1,-1,-1,-1,2000,-1,-1,-1,-1,,-1,-1,-1,-1,1030500,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,1304500,-1,-1,-1,-1,879500,-1,-1,-1,-1,309000,-1,-1,-1,-1,305000,-1,-1,-1,-1,276000,-1,-1,-1,-1,274000,-1,-1,-1,-1,274000,-1,-1,-1,-1,3622000,-1,-1,-1,-1
,19.9,IFA Syrup (Paediatric),1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,19.1,Paediatrics Antibiotics ( Amoxycillin and Injectable Gentamicin),1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,7421,-1,-1,-1,-1,7421,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,14842,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,12021,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,2097,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,14118,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,4600,-1,-1,-1,-1,,-1,-1,-1,-1,7421,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,2097,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,14118,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,7421,-1,-1,-1,-1,7421,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,14842,-1,-1,-1,-1
,19.11,Vit A syrup,1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,0,-1,-1,-1,-1,5321,-1,-1,-1,-1,5321,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,7421,-1,-1,-1,-1,,-1,-1,-1,-1,7421,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,2100,-1,-1,-1,-1,400,-1,-1,-1,-1,2500,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,5321,-1,-1,-1,-1,4921,-1,-1,-1,-1,10242,-1,-1,-1,-1
,19.12,ORS (New WHO),1. Balance From Previous Month,11800,-1,-1,-1,-1,125614,-1,-1,-1,-1,159814,-1,-1,-1,-1,101014,-1,-1,-1,-1,97414,-1,-1,-1,-1,96214,-1,-1,-1,-1,27000,-1,-1,-1,-1,21600,-1,-1,-1,-1,20400,-1,-1,-1,-1,18600,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,679470,-1,-1,-1,-1
,,,2. Stocks Received,217614,-1,-1,-1,-1,300000,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,517614,-1,-1,-1,-1
,,,3. Unusable Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,0,-1,-1,-1,-1
,,,4. Stock Distributed,103800,-1,-1,-1,-1,265800,-1,-1,-1,-1,58800,-1,-1,-1,-1,3600,-1,-1,-1,-1,1200,-1,-1,-1,-1,69214,-1,-1,-1,-1,5400,-1,-1,-1,-1,1200,-1,-1,-1,-1,1800,-1,-1,-1,-1,18600,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,529414,-1,-1,-1,-1
,,,5. Total Stock,125614,-1,-1,-1,-1,159814,-1,-1,-1,-1,101014,-1,-1,-1,-1,97414,-1,-1,-1,-1,96214,-1,-1,-1,-1,27000,-1,-1,-1,-1,21600,-1,-1,-1,-1,20400,-1,-1,-1,-1,18600,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,667670,-1,-1,-1,-1
,19.13,RTI /STI colour coded syndromic kits ( I to VII),1. Balance From Previous Month,,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,20235,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,20235,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,20235,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,20235,-1,-1,-1,-1
,,,5. Total Stock,,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,19.14,Zinc 20 mg tablet,1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,20235,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,20235,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,20235,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,20235,-1,-1,-1,-1
,,,5. Total Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,0,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,0,-1,-1,-1,-1
,19.15,Albendazole 400 mg tablet,1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,19.16,Calcium Tablets,1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,20.1,Syringes - 0.1 ml (AD),1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,20.2,Syringes - 0.5 ml (AD),1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,20.3,Syringes - 5.0 ml (Disposable),1. Balance From Previous Month,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,2. Stocks Received,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,3. Unusable Stock,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,4. Stock Distributed,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,,,5. Total Stock,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1,0,-1,-1,-1,-1
,21.1,Number of newborn screened for defects at birth (as per RBSK),TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
,21.2,Number of children (6 month to 6 years) screened by RBSK mobile health teams at Anganwadi center,TOTAL,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1,,-1,-1,-1,-1
